parking_id,name,capacity,distance_to_vw_m,distance_to_vw_miles,vw_distance_category,optimal_walking_scenario,transit_stops_available,daily_transit_trips,service_quality,reliability_class,transit_access_score,frequency_score,distance_score,capacity_score,location_bonus,final_composite_score,suitability_rating,key_strengths,potential_concerns,final_rank,recommendation_tier
17,"Location (35.0321, -85.1578)",913.0,5561.960860268819,3.46,Near - Marginal,Extended (1000m),7.0,622.0,Excellent - High Frequency,High Reliability,36.14,2.58,69.52,28.62,50.0,34.37,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,266,Tier 4: Marginal Sites
75,"Location (35.0366, -85.1597)",416.0,5209.900613742207,3.24,Near - Marginal,Extended (1000m),23.0,1138.0,Excellent - High Frequency,High Reliability,40.61,4.73,65.12,13.04,50.0,34.25,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,267,Tier 4: Marginal Sites
269,"Location (35.0245, -85.3113)",170.0,17485.106873188568,10.86,Far - Acceptable,Extended (1000m),25.0,992.0,Excellent - High Frequency,High Reliability,37.66,4.12,75.15,5.33,50.0,34.16,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,268,Tier 4: Marginal Sites
10,"Location (35.0348, -85.1568)",1257.0,5249.99127523449,3.26,Near - Marginal,Extended (1000m),10.0,828.0,Excellent - High Frequency,High Reliability,33.47,3.44,65.62,39.4,50.0,33.81,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,269,Tier 4: Marginal Sites
58,"Location (35.0353, -85.1609)",482.0,5385.073552751115,3.35,Near - Marginal,Extended (1000m),20.0,724.0,Excellent - High Frequency,High Reliability,38.33,3.01,67.31,15.11,50.0,33.56,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,270,Tier 4: Marginal Sites
178,"Location (35.0213, -85.3238)",234.0,18675.929195071178,11.6,Far - Acceptable,Extended (1000m),32.0,1782.0,Excellent - High Frequency,High Reliability,38.72,7.4,63.24,7.34,50.0,33.22,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,271,Tier 4: Marginal Sites
154,"Location (35.0090, -85.3291)",256.0,19614.49139755912,12.19,Far - Acceptable,Extended (1000m),38.0,1687.0,Excellent - High Frequency,High Reliability,43.29,7.01,53.86,8.03,50.0,33.14,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,272,Tier 4: Marginal Sites
95,"Location (35.0369, -85.1581)",350.0,5101.151819356967,3.17,Near - Marginal,Extended (1000m),20.0,1138.0,Excellent - High Frequency,High Reliability,37.71,4.73,63.76,10.97,50.0,32.62,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,273,Tier 4: Marginal Sites
324,"Location (35.0912, -85.2237)",117.0,8635.993054030803,5.37,Optimal Distance,Extended (1000m),1.0,17.0,Limited - Minimal Service,Low Reliability,17.4,0.07,100.0,3.67,100.0,32.35,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,274,Tier 4: Marginal Sites
210,"Location (35.0323, -85.1595)",207.0,5612.268163857909,3.49,Near - Marginal,Extended (1000m),6.0,518.0,Excellent - High Frequency,High Reliability,36.56,2.15,70.15,6.49,50.0,32.34,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,275,Tier 4: Marginal Sites
42,"Location (35.0338, -85.1606)",549.0,5512.802843370634,3.43,Near - Marginal,Extended (1000m),7.0,621.0,Excellent - High Frequency,High Reliability,33.83,2.58,68.91,17.21,50.0,32.18,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,276,Tier 4: Marginal Sites
134,CCA lot,283.0,15699.55344386791,9.76,Far - Acceptable,Conservative (500m),,76.0,Good - Moderate Frequency,Low Reliability,24.96,0.32,93.0,8.87,50.0,32.05,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,277,Tier 4: Marginal Sites
29,"Location (35.0365, -85.1552)",664.0,5012.728347499456,3.11,Near - Marginal,Extended (1000m),12.0,1035.0,Excellent - High Frequency,High Reliability,34.64,4.3,62.66,20.82,50.0,32.05,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,278,Tier 4: Marginal Sites
126,"Location (35.0871, -85.1891)",292.0,5457.218692976104,3.39,Near - Marginal,Extended (1000m),11.0,86.0,Good - Moderate Frequency,High Reliability,36.61,0.36,68.22,9.15,50.0,31.79,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,279,Tier 4: Marginal Sites
115,"Location (35.0331, -85.1567)",306.0,5416.221546708479,3.37,Near - Marginal,Extended (1000m),7.0,725.0,Excellent - High Frequency,High Reliability,34.32,3.01,67.7,9.59,50.0,31.48,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,280,Tier 4: Marginal Sites
359,"Location (35.0308, -85.1743)",100.0,6488.098468502101,4.03,Near - Marginal,Conservative (500m),,517.0,Excellent - High Frequency,High Reliability,29.13,2.15,81.1,3.13,50.0,31.22,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,281,Tier 4: Marginal Sites
81,"Location (35.0743, -85.1868)",391.0,5134.277190232825,3.19,Near - Marginal,Extended (1000m),11.0,136.0,Excellent - High Frequency,High Reliability,35.16,0.56,64.18,12.26,50.0,30.77,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,282,Tier 4: Marginal Sites
183,"Location (35.0733, -85.1997)",229.0,6321.051118763003,3.93,Near - Marginal,Extended (1000m),5.0,51.0,Good - Moderate Frequency,High Reliability,27.24,0.21,79.01,7.18,50.0,29.97,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Too Close to VW,283,Tier 4: Marginal Sites
138,"Location (35.0630, -85.3218)",280.0,17513.336903520536,10.88,Far - Acceptable,Conservative (500m),,196.0,Excellent - High Frequency,High Reliability,27.49,0.81,74.87,8.78,50.0,29.55,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,284,Tier 4: Marginal Sites
229,Oakwood Baptist Church Parking Lot,197.0,6615.814407029805,4.11,Near - Marginal,Conservative (500m),,44.0,Fair - Basic Service,Moderate Reliability,22.27,0.18,82.7,6.18,50.0,28.61,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,285,Tier 4: Marginal Sites
311,"Location (35.0609, -85.3222)",131.0,17566.642525732477,10.92,Far - Acceptable,Conservative (500m),,120.0,Excellent - High Frequency,Moderate Reliability,26.09,0.5,74.33,4.11,50.0,28.34,Poor - Not Recommended,,Limited Transit Access | Low Service Frequency | Far from VW,286,Tier 4: Marginal Sites
343,"Location (35.0770, -85.2041)",108.0,6710.698768889545,4.17,Near - Marginal,Conservative (500m),,27.0,Limited - Minimal Service,Low Reliability,21.2,0.11,83.88,3.39,50.0,28.12,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,287,Tier 4: Marginal Sites
257,"Location (35.0748, -85.2029)",178.0,6602.972725072853,4.1,Near - Marginal,Conservative (500m),,34.0,Fair - Basic Service,Moderate Reliability,18.89,0.14,82.54,5.58,50.0,27.16,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Too Close to VW,288,Tier 4: Marginal Sites
